achat_id,client_id,produit,categorie,quantite,prix_unitaire,montant_total,date_achat,statut,mode_paiement
2488,110,Smartphone X,Électronique,1,909.32,909.32,2024-05-29,livré,carte
2489,1381,Routeur WiFi 6,Réseau,1,144.99,144.99,2025-08-01,livré,carte
2490,118,Enceinte Bluetooth,Audio,2,84.87,169.74,2024-09-22,annulé,paypal
2491,12,Casque Audio Pro,Audio,3,312.11,936.33,2025-01-19,livré,virement
2492,1120,Webcam HD,Accessoires,2,97.83,195.66,2025-09-21,livré,carte
2493,131,Disque SSD 2To,Stockage,1,187.86,187.86,2025-02-13,livré,virement
2494,791,Montre Connectée,Électronique,1,380.33,380.33,2025-01-27,en cours,carte
2495,833,Disque SSD 1To,Stockage,1,101.74,101.74,2025-01-05,en cours,virement
2496,455,Disque SSD 1To,Stockage,1,110.71,110.71,2025-04-13,en cours,carte
2497,893,Montre Connectée,Électronique,5,342.65,1713.25,2025-08-16,livré,virement
2498,1180,Tablette Air,Électronique,1,614.78,614.78,2024-10-06,livré,carte
2499,55,Écouteurs Sans Fil,Électronique,1,210.26,210.26,2024-03-27,annulé,carte
2500,1229,Clavier Mécanique,Accessoires,5,139.69,698.45,2024-05-27,annulé,paypal
2501,55,Écran 27 pouces,Électronique,2,431.54,863.08,2025-08-31,livré,carte
2502,90,Disque SSD 1To,Stockage,1,110.23,110.23,2025-02-21,livré,carte
2503,1435,Laptop Pro,Électronique,3,1263.67,3791.01,2024-07-20,livré,carte
2504,537,Écouteurs Sans Fil,Électronique,1,197.15,197.15,2024-02-02,annulé,carte
2505,1428,Disque SSD 2To,Stockage,1,200.92,200.92,2025-11-18,livré,paypal
2506,963,Écran 27 pouces,Électronique,3,434.5,1303.5,2025-08-29,livré,virement
2507,67,Casque Audio Pro,Audio,1,315.17,315.17,2025-08-21,annulé,carte
2508,1494,Laptop Pro,Électronique,3,1290.04,3870.12,2024-03-23,en cours,carte
2509,21,Hub USB,Accessoires,1,60.19,60.19,2024-03-06,livré,carte
2510,1275,Clavier Mécanique,Accessoires,3,133.28,399.84,2024-05-05,livré,virement
2511,1359,Routeur WiFi 6,Réseau,1,162.44,162.44,2024-05-16,annulé,virement
2512,1267,Routeur WiFi 6,Réseau,1,162.9,162.9,2025-09-06,livré,virement
2513,185,Câble USB-C,Accessoires,1,19.04,19.04,2025-02-13,livré,carte
2514,35,Casque Audio Pro,Audio,1,273.51,273.51,2025-01-03,annulé,paypal
2515,505,Coque Protection,Accessoires,3,27.26,81.78,2025-11-25,livré,carte
2516,866,Smartphone X,Électronique,1,917.27,917.27,2025-04-25,en cours,paypal
2517,81,Webcam HD,Accessoires,1,93.76,93.76,2024-02-10,livré,carte
2518,533,Câble USB-C,Accessoires,1,18.21,18.21,2025-10-04,livré,carte
2519,147,Disque SSD 2To,Stockage,2,182.34,364.68,2025-08-21,en cours,carte
2520,76,Coque Protection,Accessoires,5,31.08,155.4,2024-12-01,livré,virement
2521,884,Écran 27 pouces,Électronique,1,386.14,386.14,2025-09-01,livré,carte
2522,80,Câble USB-C,Accessoires,1,19.45,19.45,2025-08-09,livré,carte
2523,60,Enceinte Bluetooth,Audio,1,87.24,87.24,2024-11-09,livré,carte
2524,130,Casque Audio Pro,Audio,1,277.84,277.84,2024-05-21,livré,carte
2525,781,Montre Connectée,Électronique,3,327.89,983.67,2025-04-18,livré,carte
2526,111,Écouteurs Sans Fil,Électronique,1,193.35,193.35,2025-01-07,en cours,carte
2527,14,Laptop Pro,Électronique,1,1345.56,1345.56,2025-03-23,livré,carte
2528,39,Disque SSD 2To,Stockage,1,199.95,199.95,2025-06-12,livré,paypal
2529,980,Écran 27 pouces,Électronique,1,370.74,370.74,2026-01-02,livré,virement
2530,8,Écouteurs Sans Fil,Électronique,1,191.23,191.23,2025-07-17,livré,carte
2531,1031,Disque SSD 1To,Stockage,1,110.37,110.37,2025-09-21,livré,carte
2532,138,Laptop Pro,Électronique,1,1323.08,1323.08,2025-12-02,livré,paypal
2533,1145,Montre Connectée,Électronique,1,320.53,320.53,2025-08-12,en cours,virement
2534,734,Hub USB,Accessoires,4,64.76,259.04,2025-03-02,livré,paypal
2535,105,Disque SSD 1To,Stockage,3,113.04,339.12,2024-12-19,livré,carte
2536,29,Clavier Mécanique,Accessoires,1,130.74,130.74,2024-09-11,livré,paypal
2537,881,Chargeur Rapide,Accessoires,1,41.83,41.83,2024-10-15,en cours,carte
2538,718,Clavier Mécanique,Accessoires,1,123.87,123.87,2025-11-07,en cours,carte
2539,253,Routeur WiFi 6,Réseau,1,141.97,141.97,2024-02-15,livré,carte
2540,550,Smartphone X,Électronique,1,980.01,980.01,2024-06-05,livré,carte
2541,585,Hub USB,Accessoires,1,55.74,55.74,2025-03-12,livré,carte
2542,50,Montre Connectée,Électronique,4,383.92,1535.68,2024-02-01,livré,virement
2543,1498,Écran 27 pouces,Électronique,1,409.65,409.65,2025-05-19,livré,paypal
2544,816,Souris Gaming,Accessoires,1,76.69,76.69,2024-10-18,annulé,carte
2545,63,Souris Gaming,Accessoires,3,80.87,242.61,2024-09-23,livré,carte
2546,973,Chargeur Rapide,Accessoires,2,41.23,82.46,2025-07-21,livré,carte
2547,793,Webcam HD,Accessoires,2,85.58,171.16,2024-01-25,annulé,carte
2548,59,Câble USB-C,Accessoires,2,20.0,40.0,2024-09-06,livré,carte
2549,470,Câble USB-C,Accessoires,2,21.51,43.02,2024-12-23,livré,carte
2550,1434,Écouteurs Sans Fil,Électronique,1,208.6,208.6,2024-04-27,livré,paypal
2551,587,Imprimante Laser,Électronique,3,267.12,801.36,2024-03-30,livré,carte
2552,66,Chargeur Rapide,Accessoires,1,39.41,39.41,2025-02-03,en cours,carte
2553,741,Tablette Air,Électronique,1,614.33,614.33,2025-08-02,livré,virement
2554,83,Webcam HD,Accessoires,1,83.21,83.21,2025-03-28,en cours,paypal
2555,1050,Disque SSD 1To,Stockage,3,115.17,345.51,2024-12-31,en cours,virement
2556,1201,Imprimante Laser,Électronique,1,232.74,232.74,2025-02-27,annulé,virement
2557,81,Écran 27 pouces,Électronique,1,370.62,370.62,2025-02-26,livré,carte
2558,116,Montre Connectée,Électronique,1,331.27,331.27,2025-07-29,livré,virement
2559,781,Disque SSD 1To,Stockage,1,101.9,101.9,2024-04-16,livré,virement
2560,1214,Hub USB,Accessoires,1,56.82,56.82,2025-09-03,en cours,carte
2561,29,Routeur WiFi 6,Réseau,1,146.75,146.75,2025-08-16,livré,virement
2562,45,Imprimante Laser,Électronique,3,271.2,813.6,2025-04-30,annulé,virement
2563,435,Clavier Mécanique,Accessoires,1,118.16,118.16,2024-07-17,livré,carte
2564,45,Laptop Pro,Électronique,1,1349.82,1349.82,2025-02-15,livré,paypal
2565,235,Smartphone X,Électronique,3,901.42,2704.26,2024-11-26,annulé,virement
2566,1144,Écran 27 pouces,Électronique,2,369.73,739.46,2024-02-17,en cours,carte
2567,388,Chargeur Rapide,Accessoires,1,36.73,36.73,2024-04-06,livré,carte
2568,593,Câble USB-C,Accessoires,1,20.55,20.55,2025-12-06,livré,virement
2569,98,Écran 27 pouces,Électronique,1,422.63,422.63,2025-05-19,en cours,carte
2570,80,Support Laptop,Accessoires,3,50.88,152.64,2026-01-18,annulé,carte
2571,51,Laptop Pro,Électronique,1,1365.4,1365.4,2025-06-11,livré,carte
2572,572,Câble USB-C,Accessoires,4,20.34,81.36,2025-09-07,livré,carte
2573,1412,Smartphone X,Électronique,1,985.03,985.03,2026-01-19,annulé,paypal
2574,189,Tablette Air,Électronique,1,617.67,617.67,2024-08-12,livré,carte
2575,1452,Tablette Air,Électronique,2,647.01,1294.02,2025-10-02,livré,carte
2576,115,Routeur WiFi 6,Réseau,1,146.95,146.95,2026-01-06,en cours,carte
2577,962,Smartphone X,Électronique,1,812.7,812.7,2026-01-01,en cours,carte
2578,1123,Souris Gaming,Accessoires,1,74.24,74.24,2024-10-11,en cours,virement
2579,830,Clavier Mécanique,Accessoires,1,128.93,128.93,2025-01-18,livré,virement
2580,111,Routeur WiFi 6,Réseau,1,161.92,161.92,2025-07-12,en cours,carte
2581,1397,Écran 27 pouces,Électronique,2,365.8,731.6,2024-11-12,livré,carte
2582,879,Clavier Mécanique,Accessoires,1,138.93,138.93,2024-02-08,en cours,paypal
2583,48,Casque Audio Pro,Audio,1,271.33,271.33,2024-08-15,livré,carte
2584,1437,Chargeur Rapide,Accessoires,1,43.7,43.7,2024-06-03,en cours,virement
2585,383,Coque Protection,Accessoires,1,32.86,32.86,2024-03-28,en cours,carte
2586,1171,Chargeur Rapide,Accessoires,4,43.52,174.08,2024-04-29,livré,carte
2587,644,Écouteurs Sans Fil,Électronique,1,198.27,198.27,2025-02-06,annulé,carte
2588,283,Écran 27 pouces,Électronique,1,408.16,408.16,2025-04-02,livré,carte
2589,1321,Routeur WiFi 6,Réseau,1,137.75,137.75,2024-04-02,annulé,virement
2590,283,Support Laptop,Accessoires,1,46.62,46.62,2024-04-11,en cours,paypal
2591,1204,Tablette Air,Électronique,1,637.33,637.33,2026-01-01,livré,carte
2592,34,Écouteurs Sans Fil,Électronique,2,193.85,387.7,2025-08-03,livré,carte
2593,93,Câble USB-C,Accessoires,1,20.01,20.01,2024-09-08,livré,virement
2594,94,Écran 27 pouces,Électronique,2,416.81,833.62,2024-04-19,livré,carte
2595,103,Webcam HD,Accessoires,3,97.16,291.48,2025-03-16,livré,carte
2596,941,Clavier Mécanique,Accessoires,1,120.53,120.53,2025-03-20,livré,carte
2597,1147,Casque Audio Pro,Audio,1,313.26,313.26,2024-03-17,livré,carte
2598,125,Imprimante Laser,Électronique,1,270.61,270.61,2024-02-24,en cours,carte
2599,68,Hub USB,Accessoires,1,55.63,55.63,2024-09-03,livré,carte
2600,1111,Chargeur Rapide,Accessoires,1,36.52,36.52,2025-07-29,livré,virement
2601,121,Tablette Air,Électronique,1,584.61,584.61,2025-07-24,livré,virement
2602,119,Écouteurs Sans Fil,Électronique,5,206.27,1031.35,2025-11-17,livré,carte
2603,90,Chargeur Rapide,Accessoires,1,42.52,42.52,2024-03-18,livré,carte
2604,279,Souris Gaming,Accessoires,1,79.39,79.39,2025-06-24,livré,virement
2605,31,Laptop Pro,Électronique,4,1236.66,4946.64,2025-12-03,annulé,carte
2606,1176,Disque SSD 2To,Stockage,1,183.43,183.43,2025-10-17,livré,carte
2607,289,Enceinte Bluetooth,Audio,1,78.6,78.6,2025-02-22,en cours,virement
2608,106,Chargeur Rapide,Accessoires,1,38.05,38.05,2025-11-12,livré,carte
2609,181,Casque Audio Pro,Audio,2,300.87,601.74,2025-05-14,livré,paypal
2610,80,Routeur WiFi 6,Réseau,1,162.04,162.04,2024-04-02,annulé,carte
2611,86,Smartphone X,Électronique,1,949.43,949.43,2024-11-10,annulé,virement
2612,1403,Clavier Mécanique,Accessoires,1,140.19,140.19,2025-11-30,livré,carte
2613,1074,Webcam HD,Accessoires,1,97.52,97.52,2024-09-03,livré,virement
2614,70,Routeur WiFi 6,Réseau,1,157.35,157.35,2025-10-22,livré,carte
2615,449,Disque SSD 1To,Stockage,3,119.47,358.41,2024-03-27,en cours,carte
2616,363,Câble USB-C,Accessoires,2,19.52,39.04,2024-09-19,annulé,carte
2617,283,Routeur WiFi 6,Réseau,1,145.01,145.01,2025-07-14,livré,paypal
2618,1444,Smartphone X,Électronique,1,890.81,890.81,2024-04-29,livré,carte
2619,102,Clavier Mécanique,Accessoires,1,121.74,121.74,2024-03-28,livré,virement
2620,86,Câble USB-C,Accessoires,1,19.96,19.96,2025-12-10,annulé,carte
2621,1365,Casque Audio Pro,Audio,1,284.0,284.0,2024-01-22,livré,carte
2622,1040,Coque Protection,Accessoires,1,32.91,32.91,2025-11-01,livré,carte
2623,605,Hub USB,Accessoires,1,54.64,54.64,2024-02-20,annulé,carte
2624,7,Coque Protection,Accessoires,2,29.22,58.44,2025-09-02,livré,carte
2625,549,Tablette Air,Électronique,1,659.77,659.77,2024-11-11,livré,carte
2626,81,Enceinte Bluetooth,Audio,1,87.38,87.38,2024-04-07,livré,carte
2627,1433,Smartphone X,Électronique,1,829.97,829.97,2024-05-15,livré,carte
2628,711,Enceinte Bluetooth,Audio,1,82.13,82.13,2025-12-06,en cours,carte
2629,73,Smartphone X,Électronique,4,898.61,3594.44,2025-11-04,livré,carte
2630,950,Casque Audio Pro,Audio,1,325.83,325.83,2024-07-18,annulé,virement
2631,1319,Laptop Pro,Électronique,3,1343.26,4029.78,2024-09-20,livré,carte
2632,101,Disque SSD 2To,Stockage,4,194.63,778.52,2024-06-03,livré,carte
2633,149,Écouteurs Sans Fil,Électronique,1,193.92,193.92,2025-11-21,livré,carte
2634,1038,Casque Audio Pro,Audio,1,315.61,315.61,2025-06-15,livré,carte
2635,1284,Casque Audio Pro,Audio,3,327.31,981.93,2024-04-04,annulé,carte
2636,1263,Clavier Mécanique,Accessoires,4,126.33,505.32,2025-09-04,livré,carte
2637,698,Montre Connectée,Électronique,1,342.14,342.14,2024-12-28,livré,carte
2638,998,Enceinte Bluetooth,Audio,4,72.2,288.8,2025-07-05,livré,paypal
2639,1122,Smartphone X,Électronique,1,879.62,879.62,2024-04-21,livré,paypal
2640,62,Écran 27 pouces,Électronique,1,415.54,415.54,2025-07-12,livré,carte
2641,1168,Disque SSD 2To,Stockage,1,197.55,197.55,2025-09-12,livré,carte
2642,101,Écran 27 pouces,Électronique,1,420.69,420.69,2025-06-01,livré,carte
2643,447,Clavier Mécanique,Accessoires,1,138.53,138.53,2024-07-12,livré,paypal
2644,98,Câble USB-C,Accessoires,1,21.58,21.58,2024-11-13,livré,carte
2645,138,Disque SSD 1To,Stockage,1,100.34,100.34,2025-06-01,livré,virement
2646,307,Webcam HD,Accessoires,2,86.53,173.06,2025-10-20,livré,carte
2647,9,Enceinte Bluetooth,Audio,1,86.31,86.31,2025-03-16,livré,carte
2648,12,Routeur WiFi 6,Réseau,1,147.41,147.41,2025-07-06,livré,carte
2649,30,Tablette Air,Électronique,1,593.28,593.28,2025-09-26,livré,virement
2650,577,Câble USB-C,Accessoires,4,21.68,86.72,2025-01-14,livré,carte
2651,1153,Routeur WiFi 6,Réseau,2,151.28,302.56,2024-07-11,livré,virement
2652,180,Clavier Mécanique,Accessoires,1,132.42,132.42,2024-11-29,livré,carte
2653,12,Webcam HD,Accessoires,4,85.32,341.28,2025-04-12,annulé,carte
2654,1422,Montre Connectée,Électronique,1,339.75,339.75,2024-10-29,livré,carte
2655,119,Laptop Pro,Électronique,1,1202.77,1202.77,2025-09-14,livré,carte
2656,89,Clavier Mécanique,Accessoires,1,136.54,136.54,2024-08-20,livré,carte
2657,44,Écouteurs Sans Fil,Électronique,1,204.31,204.31,2024-04-28,annulé,carte
2658,135,Écouteurs Sans Fil,Électronique,1,216.38,216.38,2025-12-31,annulé,carte
2659,1159,Écouteurs Sans Fil,Électronique,1,210.9,210.9,2024-11-15,en cours,paypal
2660,96,Câble USB-C,Accessoires,1,18.32,18.32,2025-03-17,en cours,carte
2661,950,Écran 27 pouces,Électronique,1,415.25,415.25,2024-08-03,livré,virement
2662,1452,Smartphone X,Électronique,2,949.15,1898.3,2025-04-14,livré,paypal
2663,1433,Casque Audio Pro,Audio,3,274.02,822.06,2025-10-31,livré,virement
2664,1042,Enceinte Bluetooth,Audio,1,74.75,74.75,2025-06-19,en cours,carte
2665,637,Smartphone X,Électronique,1,989.17,989.17,2024-07-24,livré,carte
2666,977,Clavier Mécanique,Accessoires,1,121.61,121.61,2025-04-06,livré,virement
2667,33,Webcam HD,Accessoires,1,98.01,98.01,2024-01-21,livré,carte
2668,72,Écran 27 pouces,Électronique,5,412.38,2061.9,2024-04-12,annulé,carte
2669,1075,Écouteurs Sans Fil,Électronique,1,218.95,218.95,2025-03-26,livré,virement
2670,402,Laptop Pro,Électronique,1,1361.28,1361.28,2025-07-18,annulé,carte
2671,54,Smartphone X,Électronique,1,938.58,938.58,2025-06-08,livré,carte
2672,268,Hub USB,Accessoires,1,64.2,64.2,2025-03-16,livré,carte
2673,50,Smartphone X,Électronique,3,946.66,2839.98,2025-09-06,en cours,carte
2674,97,Support Laptop,Accessoires,1,46.96,46.96,2025-03-19,annulé,carte
2675,1219,Webcam HD,Accessoires,4,88.91,355.64,2025-12-27,livré,carte
2676,1198,Écouteurs Sans Fil,Électronique,1,188.96,188.96,2024-07-19,livré,carte
2677,1226,Tablette Air,Électronique,1,646.0,646.0,2025-06-22,annulé,carte
2678,775,Casque Audio Pro,Audio,1,326.68,326.68,2024-07-06,en cours,virement
2679,8,Disque SSD 1To,Stockage,1,120.23,120.23,2024-07-20,en cours,carte
2680,100,Coque Protection,Accessoires,1,30.39,30.39,2024-02-23,livré,carte
2681,29,Imprimante Laser,Électronique,1,245.28,245.28,2024-03-12,livré,paypal
2682,806,Hub USB,Accessoires,4,64.51,258.04,2024-11-03,livré,paypal
2683,101,Montre Connectée,Électronique,1,350.84,350.84,2025-12-25,livré,carte
2684,621,Enceinte Bluetooth,Audio,1,84.2,84.2,2024-08-09,livré,carte
2685,904,Support Laptop,Accessoires,1,46.95,46.95,2024-04-11,livré,virement
2686,1469,Webcam HD,Accessoires,1,87.18,87.18,2024-01-22,livré,virement
2687,930,Souris Gaming,Accessoires,1,74.69,74.69,2024-06-21,livré,paypal
2688,241,Tablette Air,Électronique,1,557.61,557.61,2024-04-09,livré,paypal
2689,704,Routeur WiFi 6,Réseau,1,142.99,142.99,2025-06-11,livré,carte
2690,1052,Smartphone X,Électronique,1,898.73,898.73,2024-11-17,en cours,virement
2691,105,Montre Connectée,Électronique,1,365.69,365.69,2024-09-25,annulé,carte
2692,1170,Coque Protection,Accessoires,1,28.2,28.2,2024-12-11,livré,carte
2693,1475,Disque SSD 2To,Stockage,4,208.01,832.04,2024-05-06,livré,carte
2694,747,Routeur WiFi 6,Réseau,1,142.36,142.36,2025-05-07,livré,carte
2695,494,Tablette Air,Électronique,1,640.12,640.12,2024-04-19,annulé,virement
2696,58,Chargeur Rapide,Accessoires,5,38.13,190.65,2024-10-15,livré,paypal
2697,1155,Disque SSD 1To,Stockage,1,116.5,116.5,2026-01-03,livré,virement
2698,1476,Disque SSD 1To,Stockage,2,119.73,239.46,2024-10-22,annulé,carte
2699,739,Webcam HD,Accessoires,1,91.15,91.15,2025-02-02,livré,paypal
2700,1492,Casque Audio Pro,Audio,2,292.93,585.86,2024-08-08,livré,paypal
2701,72,Montre Connectée,Électronique,1,339.02,339.02,2025-05-18,livré,carte
2702,17,Enceinte Bluetooth,Audio,1,85.41,85.41,2025-10-08,en cours,carte
2703,700,Clavier Mécanique,Accessoires,2,132.48,264.96,2024-05-05,livré,carte
2704,814,Disque SSD 2To,Stockage,2,177.9,355.8,2024-10-30,livré,carte
2705,566,Montre Connectée,Électronique,1,369.37,369.37,2024-06-05,en cours,carte
2706,99,Écouteurs Sans Fil,Électronique,4,191.43,765.72,2025-05-20,annulé,carte
2707,1196,Souris Gaming,Accessoires,1,86.35,86.35,2025-12-12,livré,carte
2708,649,Disque SSD 2To,Stockage,1,201.75,201.75,2024-07-15,livré,virement
2709,1348,Hub USB,Accessoires,1,65.52,65.52,2025-01-11,annulé,carte
2710,32,Écran 27 pouces,Électronique,4,425.75,1703.0,2024-08-07,livré,carte
2711,163,Chargeur Rapide,Accessoires,2,39.56,79.12,2024-02-24,en cours,carte
2712,429,Chargeur Rapide,Accessoires,2,41.25,82.5,2024-01-22,annulé,carte
2713,1036,Hub USB,Accessoires,1,64.12,64.12,2024-12-23,annulé,paypal
2714,128,Souris Gaming,Accessoires,1,74.61,74.61,2024-03-04,annulé,carte
2715,842,Câble USB-C,Accessoires,3,21.27,63.81,2025-10-30,livré,paypal
2716,271,Enceinte Bluetooth,Audio,1,82.9,82.9,2024-03-03,livré,carte
2717,1,Écouteurs Sans Fil,Électronique,1,182.47,182.47,2024-12-20,livré,carte
2718,900,Routeur WiFi 6,Réseau,1,162.82,162.82,2024-08-18,livré,carte
2719,1349,Smartphone X,Électronique,1,975.73,975.73,2024-11-17,livré,carte
2720,135,Disque SSD 2To,Stockage,1,188.59,188.59,2025-10-25,livré,carte
2721,1238,Disque SSD 2To,Stockage,1,192.79,192.79,2024-05-01,livré,carte
2722,1084,Tablette Air,Électronique,1,559.73,559.73,2024-08-11,livré,carte
2723,97,Casque Audio Pro,Audio,1,312.54,312.54,2024-11-26,en cours,paypal
2724,7,Casque Audio Pro,Audio,1,304.53,304.53,2024-01-30,annulé,paypal
2725,705,Montre Connectée,Électronique,2,382.63,765.26,2025-08-16,livré,carte
2726,304,Clavier Mécanique,Accessoires,1,135.01,135.01,2025-02-10,livré,carte
2727,390,Imprimante Laser,Électronique,1,233.71,233.71,2025-03-23,livré,carte
2728,1416,Webcam HD,Accessoires,2,85.05,170.1,2024-09-30,livré,paypal
2729,1039,Chargeur Rapide,Accessoires,4,39.75,159.0,2025-05-04,livré,carte
2730,941,Smartphone X,Électronique,1,880.03,880.03,2024-12-13,livré,carte
2731,325,Souris Gaming,Accessoires,1,73.57,73.57,2025-06-06,livré,carte
2732,26,Chargeur Rapide,Accessoires,1,43.61,43.61,2024-08-08,en cours,carte
2733,1144,Routeur WiFi 6,Réseau,1,140.48,140.48,2025-01-02,livré,paypal
2734,1291,Support Laptop,Accessoires,3,52.61,157.83,2024-10-31,en cours,carte
2735,980,Souris Gaming,Accessoires,1,84.05,84.05,2024-05-16,livré,carte
2736,56,Montre Connectée,Électronique,1,326.29,326.29,2024-06-29,annulé,virement
2737,28,Casque Audio Pro,Audio,1,329.82,329.82,2025-11-11,livré,virement
2738,1160,Montre Connectée,Électronique,2,361.54,723.08,2024-02-01,annulé,carte
2739,91,Coque Protection,Accessoires,1,28.09,28.09,2024-07-09,en cours,carte
2740,13,Coque Protection,Accessoires,1,32.37,32.37,2025-01-09,annulé,paypal
2741,502,Tablette Air,Électronique,3,553.76,1661.28,2024-06-27,livré,carte
2742,1008,Disque SSD 1To,Stockage,1,104.19,104.19,2025-12-13,livré,carte
2743,144,Disque SSD 2To,Stockage,2,195.81,391.62,2025-01-26,livré,carte
2744,19,Webcam HD,Accessoires,2,84.13,168.26,2025-12-02,annulé,carte
2745,588,Coque Protection,Accessoires,1,31.96,31.96,2024-04-09,livré,carte
2746,643,Disque SSD 1To,Stockage,2,99.98,199.96,2025-06-30,livré,carte
2747,357,Tablette Air,Électronique,1,591.36,591.36,2025-02-04,annulé,carte
2748,145,Câble USB-C,Accessoires,1,19.08,19.08,2025-06-07,en cours,carte
2749,770,Enceinte Bluetooth,Audio,5,81.44,407.2,2024-08-05,livré,virement
2750,379,Smartphone X,Électronique,1,810.09,810.09,2025-05-15,livré,carte
2751,112,Clavier Mécanique,Accessoires,1,118.84,118.84,2025-08-26,annulé,paypal
2752,23,Montre Connectée,Électronique,1,380.85,380.85,2025-07-18,en cours,carte
2753,881,Casque Audio Pro,Audio,1,301.91,301.91,2024-02-03,annulé,paypal
2754,1160,Imprimante Laser,Électronique,1,228.7,228.7,2025-03-09,livré,paypal
2755,474,Tablette Air,Électronique,2,658.2,1316.4,2025-10-27,livré,carte
2756,798,Laptop Pro,Électronique,1,1258.16,1258.16,2024-07-14,en cours,virement
2757,974,Routeur WiFi 6,Réseau,1,142.11,142.11,2024-08-13,annulé,carte
2758,1403,Enceinte Bluetooth,Audio,3,83.16,249.48,2025-09-02,livré,carte
2759,24,Coque Protection,Accessoires,1,28.12,28.12,2025-07-26,en cours,virement
2760,373,Webcam HD,Accessoires,1,81.81,81.81,2025-05-22,livré,virement
2761,7,Chargeur Rapide,Accessoires,1,39.02,39.02,2025-03-01,livré,virement
2762,582,Écran 27 pouces,Électronique,1,363.99,363.99,2025-04-12,livré,paypal
2763,951,Coque Protection,Accessoires,1,30.26,30.26,2025-08-26,livré,paypal
2764,1173,Hub USB,Accessoires,1,65.07,65.07,2025-02-10,livré,paypal
2765,790,Chargeur Rapide,Accessoires,1,43.91,43.91,2024-06-01,livré,carte
2766,105,Webcam HD,Accessoires,1,93.57,93.57,2025-01-17,livré,carte
2767,99,Disque SSD 1To,Stockage,1,112.55,112.55,2025-02-09,livré,paypal
2768,145,Chargeur Rapide,Accessoires,1,41.56,41.56,2024-05-07,livré,carte
2769,95,Enceinte Bluetooth,Audio,1,72.12,72.12,2024-02-03,livré,carte
2770,136,Clavier Mécanique,Accessoires,1,134.52,134.52,2025-08-03,livré,carte
2771,21,Câble USB-C,Accessoires,1,21.65,21.65,2025-08-04,en cours,virement
2772,687,Casque Audio Pro,Audio,1,325.35,325.35,2024-11-21,livré,paypal
2773,85,Disque SSD 1To,Stockage,3,119.72,359.16,2024-09-25,livré,carte
2774,528,Tablette Air,Électronique,2,576.63,1153.26,2025-01-05,livré,paypal
2775,1236,Enceinte Bluetooth,Audio,1,81.71,81.71,2024-06-04,annulé,carte
2776,116,Disque SSD 2To,Stockage,1,204.46,204.46,2025-07-08,livré,carte
2777,144,Clavier Mécanique,Accessoires,1,118.23,118.23,2025-06-29,livré,virement
2778,1240,Écran 27 pouces,Électronique,2,377.47,754.94,2024-11-25,en cours,virement
2779,1070,Enceinte Bluetooth,Audio,3,76.3,228.9,2025-06-11,livré,carte
2780,3,Enceinte Bluetooth,Audio,1,72.97,72.97,2024-08-05,livré,carte
2781,89,Écran 27 pouces,Électronique,1,431.93,431.93,2024-06-13,en cours,carte
2782,106,Chargeur Rapide,Accessoires,1,42.39,42.39,2024-11-08,livré,carte
2783,3,Smartphone X,Électronique,1,911.99,911.99,2025-09-26,livré,paypal
2784,304,Casque Audio Pro,Audio,1,273.27,273.27,2025-04-03,livré,carte
2785,729,Écouteurs Sans Fil,Électronique,1,184.58,184.58,2025-03-07,annulé,paypal
2786,806,Chargeur Rapide,Accessoires,1,40.75,40.75,2024-03-30,livré,carte
2787,1287,Écran 27 pouces,Électronique,4,404.42,1617.68,2024-12-29,livré,carte
2788,1249,Souris Gaming,Accessoires,4,76.17,304.68,2024-06-11,livré,virement
2789,67,Câble USB-C,Accessoires,1,18.88,18.88,2024-07-17,livré,carte
2790,1128,Chargeur Rapide,Accessoires,1,37.63,37.63,2024-02-22,livré,carte
2791,323,Montre Connectée,Électronique,1,332.4,332.4,2024-09-21,livré,paypal
2792,68,Support Laptop,Accessoires,1,46.07,46.07,2024-12-29,livré,carte
2793,1463,Enceinte Bluetooth,Audio,1,83.85,83.85,2024-07-14,annulé,paypal
2794,1107,Laptop Pro,Électronique,1,1375.77,1375.77,2024-09-19,annulé,carte
2795,289,Enceinte Bluetooth,Audio,3,78.09,234.27,2024-07-04,en cours,carte
2796,23,Écran 27 pouces,Électronique,1,382.87,382.87,2025-12-19,livré,carte
2797,10,Disque SSD 2To,Stockage,1,183.09,183.09,2024-02-01,livré,carte
2798,751,Smartphone X,Électronique,1,956.7,956.7,2024-03-15,en cours,carte
2799,693,Clavier Mécanique,Accessoires,1,125.75,125.75,2025-03-08,livré,carte
2800,134,Montre Connectée,Électronique,1,331.35,331.35,2024-04-29,livré,carte
2801,103,Enceinte Bluetooth,Audio,5,75.44,377.2,2024-11-15,livré,carte
2802,51,Disque SSD 1To,Stockage,1,108.69,108.69,2024-02-21,annulé,carte
2803,877,Hub USB,Accessoires,1,63.78,63.78,2024-12-26,livré,paypal
2804,123,Casque Audio Pro,Audio,1,315.04,315.04,2025-02-14,livré,carte
2805,117,Clavier Mécanique,Accessoires,1,126.62,126.62,2025-07-12,livré,carte
2806,355,Webcam HD,Accessoires,2,91.0,182.0,2024-04-04,livré,paypal
2807,8,Souris Gaming,Accessoires,1,86.68,86.68,2026-01-12,livré,carte
2808,76,Hub USB,Accessoires,1,65.66,65.66,2025-02-24,en cours,carte
2809,42,Clavier Mécanique,Accessoires,1,120.43,120.43,2025-06-28,livré,carte
